age,workclass,education,marital-status,occupation,race,gender,hours-per-week,income
40-50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,0,60-80,>50K
30-40,Federal-gov,Assoc-acdm,Never-married,Protective-serv,Black,0,20-40,<=50K
30-40,Private,Bachelors,Never-married,Adm-clerical,Black,1,20-40,<=50K
30-40,Private,11th,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
40-50,Private,Some-college,Divorced,Craft-repair,White,0,40-60,<=50K
50-60,Private,Some-college,Divorced,Handlers-cleaners,White,0,20-40,<=50K
20-30,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,White,1,20-40,<=50K
50-60,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,40-60,>50K
40-50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
40-50,Private,Some-college,Married-civ-spouse,Sales,White,0,60-80,<=50K
40-50,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,0,40-60,>50K
30-40,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,White,1,0-20,<=50K
20-30,Private,10th,Divorced,Other-service,White,1,20-40,<=50K
20-30,Private,Some-college,Married-civ-spouse,Sales,White,0,60-80,<=50K
40-50,Private,7th-8th,Separated,Craft-repair,White,0,20-40,<=50K
20-30,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
40-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,0,40-60,<=50K
30-40,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,White,0,40-60,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,0,20-40,>50K
20-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,1,20-40,<=50K
20-30,Private,HS-grad,Never-married,Exec-managerial,Asian-Pac-Islander,1,20-40,<=50K
20-30,Private,HS-grad,Never-married,Craft-repair,White,0,0-20,<=50K
40-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Black,0,20-40,>50K
20-30,Private,Bachelors,Divorced,Tech-support,White,1,20-40,<=50K
50-60,Self-emp-not-inc,Doctorate,Married-AF-spouse,Exec-managerial,White,1,20-40,>50K
50-60,Private,HS-grad,Widowed,Adm-clerical,Black,1,20-40,<=50K
20-30,Private,11th,Married-civ-spouse,Transport-moving,White,0,80-100,>50K
40-50,Private,11th,Married-civ-spouse,Other-service,White,0,20-40,<=50K
40-50,Private,HS-grad,Divorced,Adm-clerical,Black,1,20-40,<=50K
30-40,Private,11th,Widowed,Adm-clerical,White,1,20-40,<=50K
60-70,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,White,1,20-40,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
40-50,Private,Bachelors,Divorced,Prof-specialty,White,1,40-60,>50K
30-40,Private,HS-grad,Never-married,Transport-moving,Black,0,20-40,<=50K
40-50,Local-gov,Masters,Never-married,Prof-specialty,White,1,40-60,<=50K
20-30,Private,HS-grad,Never-married,Craft-repair,White,1,20-40,<=50K
30-40,Private,HS-grad,Separated,Machine-op-inspct,Asian-Pac-Islander,0,40-60,<=50K
40-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,0,40-60,>50K
30-40,Private,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,0,40-60,<=50K
40-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,20-40,<=50K
40-50,Private,Bachelors,Never-married,Sales,White,1,20-40,<=50K
20-30,Private,Assoc-acdm,Never-married,Tech-support,White,1,0-20,<=50K
0-20,Private,11th,Never-married,Sales,White,1,20-40,<=50K
20-30,Private,HS-grad,Married-civ-spouse,Other-service,White,0,20-40,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,0,60-80,<=50K
30-40,Private,HS-grad,Never-married,Transport-moving,White,0,40-60,<=50K
30-40,Private,Bachelors,Divorced,Adm-clerical,White,1,20-40,<=50K
20-30,Private,HS-grad,Never-married,Machine-op-inspct,White,0,20-40,<=50K
20-30,Private,Some-college,Never-married,Exec-managerial,White,1,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,1,20-40,>50K
30-40,Private,11th,Divorced,Transport-moving,White,1,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,1,20-40,>50K
0-20,Private,HS-grad,Never-married,Handlers-cleaners,White,0,60-80,<=50K
40-50,Federal-gov,10th,Married-civ-spouse,Adm-clerical,White,0,20-40,<=50K
40-50,Private,10th,Married-civ-spouse,Transport-moving,White,0,20-40,>50K
20-30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,0,20-40,<=50K
30-40,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,0,20-40,<=50K
50-60,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
50-60,Self-emp-inc,Bachelors,Never-married,Exec-managerial,White,0,20-40,<=50K
60-70,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Other,0,20-40,<=50K
30-40,Private,HS-grad,Divorced,Craft-repair,White,1,20-40,<=50K
20-30,Private,Some-college,Never-married,Tech-support,White,0,20-40,<=50K
20-30,Private,Bachelors,Never-married,Sales,White,0,40-60,<=50K
20-30,Private,Assoc-voc,Separated,Adm-clerical,Black,1,20-40,<=50K
30-40,Private,HS-grad,Separated,Adm-clerical,White,0,20-40,>50K
50-60,Private,HS-grad,Divorced,Other-service,White,1,20-40,<=50K
20-30,Private,Some-college,Never-married,Adm-clerical,White,1,20-40,<=50K
40-50,Private,11th,Never-married,Other-service,White,1,40-60,<=50K
60-70,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,White,0,40-60,<=50K
20-30,Private,HS-grad,Never-married,Other-service,Other,0,0-20,<=50K
30-40,Private,Some-college,Married-civ-spouse,Adm-clerical,Black,1,20-40,>50K
20-30,Private,HS-grad,Never-married,Exec-managerial,Black,1,20-40,<=50K
60-70,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,White,0,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Craft-repair,White,0,40-60,>50K
40-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,0,40-60,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
30-40,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,0,20-40,<=50K
20-30,Private,Bachelors,Married-civ-spouse,Sales,White,0,20-40,<=50K
20-30,Private,Bachelors,Never-married,Sales,White,1,20-40,<=50K
40-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,0,40-60,<=50K
0-20,Private,Some-college,Never-married,Sales,White,1,0-20,<=50K
40-50,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,0,40-60,>50K
30-40,Private,Some-college,Married-civ-spouse,Exec-managerial,White,0,40-60,<=50K
20-30,Private,Bachelors,Never-married,Prof-specialty,White,0,20-40,<=50K
20-30,Private,Bachelors,Never-married,Adm-clerical,White,0,20-40,<=50K
20-30,Private,Some-college,Never-married,Adm-clerical,Other,0,20-40,<=50K
30-40,State-gov,HS-grad,Married-civ-spouse,Transport-moving,White,0,20-40,<=50K
60-70,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,0,40-60,<=50K
40-50,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
40-50,Private,HS-grad,Never-married,Adm-clerical,White,0,40-60,<=50K
20-30,State-gov,Bachelors,Never-married,Exec-managerial,White,1,20-40,<=50K
20-30,Private,Some-college,Never-married,Machine-op-inspct,White,0,40-60,<=50K
0-20,Local-gov,Some-college,Never-married,Protective-serv,White,0,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,0,60-80,>50K
20-30,Private,HS-grad,Never-married,Adm-clerical,White,1,20-40,<=50K
30-40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
40-50,State-gov,HS-grad,Married-civ-spouse,Other-service,White,1,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Sales,White,0,40-60,<=50K
40-50,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
40-50,State-gov,HS-grad,Married-civ-spouse,Other-service,White,0,20-40,<=50K
30-40,State-gov,11th,Never-married,Protective-serv,White,0,20-40,<=50K
40-50,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Black,0,20-40,>50K
40-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
30-40,Private,Assoc-voc,Married-civ-spouse,Other-service,White,0,20-40,<=50K
0-20,Private,HS-grad,Never-married,Handlers-cleaners,White,0,20-40,<=50K
20-30,State-gov,Masters,Divorced,Prof-specialty,White,0,0-20,<=50K
20-30,Private,HS-grad,Divorced,Sales,White,0,40-60,<=50K
30-40,Federal-gov,Masters,Never-married,Prof-specialty,White,0,20-40,>50K
20-30,Private,Some-college,Never-married,Other-service,White,0,20-40,<=50K
70-80,Self-emp-not-inc,Some-college,Widowed,Farming-fishing,White,1,60-80,<=50K
30-40,Private,7th-8th,Married-civ-spouse,Other-service,White,0,20-40,<=50K
20-30,Private,Some-college,Never-married,Machine-op-inspct,White,0,20-40,<=50K
30-40,Private,Some-college,Married-AF-spouse,Sales,White,1,0-20,<=50K
50-60,Private,Some-college,Divorced,Sales,White,1,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,1,20-40,<=50K
30-40,Private,Bachelors,Divorced,Handlers-cleaners,White,0,20-40,<=50K
20-30,Private,Some-college,Never-married,Sales,Black,0,0-20,<=50K
40-50,Private,Bachelors,Divorced,Exec-managerial,White,0,40-60,>50K
70-80,Private,HS-grad,Divorced,Exec-managerial,White,1,20-40,<=50K
40-50,Private,HS-grad,Divorced,Craft-repair,White,0,20-40,<=50K
0-20,Private,HS-grad,Never-married,Transport-moving,White,0,20-40,<=50K
20-30,Private,Assoc-acdm,Never-married,Other-service,White,0,20-40,<=50K
20-30,Private,Bachelors,Never-married,Prof-specialty,White,0,20-40,<=50K
0-20,Private,Some-college,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
30-40,Private,Assoc-voc,Never-married,Machine-op-inspct,White,0,20-40,<=50K
20-30,Private,Bachelors,Never-married,Handlers-cleaners,White,0,20-40,<=50K
30-40,Private,11th,Married-civ-spouse,Sales,White,0,40-60,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Amer-Indian-Eskimo,0,20-40,<=50K
30-40,State-gov,9th,Married-civ-spouse,Craft-repair,Black,0,20-40,<=50K
50-60,Private,Some-college,Married-civ-spouse,Exec-managerial,White,0,20-40,<=50K
0-20,Private,Some-college,Never-married,Machine-op-inspct,White,0,20-40,<=50K
30-40,Private,HS-grad,Never-married,Exec-managerial,White,0,40-60,<=50K
30-40,Private,5th-6th,Never-married,Machine-op-inspct,Asian-Pac-Islander,0,20-40,<=50K
60-70,State-gov,Prof-school,Divorced,Prof-specialty,White,1,20-40,<=50K
30-40,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,0,20-40,>50K
30-40,Private,9th,Married-civ-spouse,Craft-repair,White,0,40-60,<=50K
30-40,Local-gov,Some-college,Married-civ-spouse,Tech-support,White,0,20-40,<=50K
40-50,Private,Bachelors,Divorced,Adm-clerical,White,1,20-40,<=50K
30-40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,0,40-60,<=50K
0-20,Private,HS-grad,Never-married,Adm-clerical,White,1,0-20,<=50K
60-70,Private,Some-college,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
0-20,Federal-gov,Assoc-voc,Never-married,Adm-clerical,White,1,20-40,<=50K
30-40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,White,0,60-80,>50K
20-30,Private,HS-grad,Never-married,Machine-op-inspct,White,0,20-40,<=50K
60-70,Private,10th,Widowed,Other-service,White,1,20-40,<=50K
20-30,Private,HS-grad,Never-married,Transport-moving,Black,0,20-40,<=50K
0-20,Private,Some-college,Never-married,Other-service,White,1,0-20,<=50K
30-40,Private,Some-college,Divorced,Adm-clerical,White,0,20-40,<=50K
60-70,Private,5th-6th,Never-married,Priv-house-serv,White,1,40-60,<=50K
30-40,Private,HS-grad,Separated,Tech-support,White,1,20-40,<=50K
40-50,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,0,40-60,<=50K
60-70,State-gov,1st-4th,Married-civ-spouse,Farming-fishing,Other,0,40-60,<=50K
30-40,Private,Bachelors,Never-married,Exec-managerial,White,1,20-40,<=50K
20-30,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,0,40-60,>50K
30-40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,White,0,60-80,<=50K
20-30,Private,Some-college,Never-married,Farming-fishing,White,0,0-20,<=50K
50-60,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,White,0,40-60,<=50K
40-50,Private,HS-grad,Widowed,Adm-clerical,Amer-Indian-Eskimo,1,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,20-40,<=50K
40-50,Self-emp-inc,11th,Married-civ-spouse,Exec-managerial,White,0,20-40,<=50K
50-60,Private,Bachelors,Never-married,Exec-managerial,White,1,20-40,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Sales,White,0,40-60,>50K
20-30,Private,Bachelors,Never-married,Exec-managerial,Black,0,40-60,<=50K
20-30,Local-gov,Bachelors,Never-married,Prof-specialty,White,1,20-40,<=50K
50-60,Private,Some-college,Divorced,Adm-clerical,White,1,20-40,<=50K
50-60,Private,10th,Married-civ-spouse,Other-service,Black,0,20-40,<=50K
20-30,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,White,0,40-60,<=50K
20-30,Private,Masters,Married-civ-spouse,Prof-specialty,White,1,20-40,<=50K
50-60,Private,HS-grad,Widowed,Transport-moving,White,0,40-60,<=50K
40-50,Private,Some-college,Married-civ-spouse,Craft-repair,White,0,20-40,>50K
50-60,Private,HS-grad,Married-civ-spouse,Transport-moving,White,0,40-60,>50K
0-20,Private,11th,Never-married,Other-service,White,0,0-20,<=50K
50-60,Private,7th-8th,Married-civ-spouse,Transport-moving,White,0,40-60,<=50K
30-40,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,0,40-60,>50K
30-40,Private,Bachelors,Divorced,Exec-managerial,White,1,20-40,>50K
20-30,Private,Some-college,Never-married,Adm-clerical,White,1,20-40,<=50K
40-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
30-40,Private,Bachelors,Married-civ-spouse,Farming-fishing,White,0,40-60,<=50K
40-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,0,20-40,<=50K
30-40,Private,Assoc-voc,Married-civ-spouse,Other-service,White,0,20-40,<=50K
20-30,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,0,40-60,<=50K
30-40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,0,40-60,>50K
0-20,Private,11th,Never-married,Sales,White,0,20-40,<=50K
20-30,Private,10th,Divorced,Machine-op-inspct,White,0,20-40,<=50K
40-50,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,White,0,40-60,<=50K
50-60,Private,Some-college,Separated,Adm-clerical,Black,0,20-40,>50K
50-60,Private,Some-college,Married-civ-spouse,Craft-repair,White,0,20-40,<=50K
30-40,State-gov,Bachelors,Married-civ-spouse,Farming-fishing,White,0,20-40,>50K
30-40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Other-service,White,0,40-60,<=50K
50-60,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
50-60,Private,Bachelors,Married-civ-spouse,Sales,White,0,40-60,<=50K
20-30,Private,Some-college,Never-married,Prof-specialty,White,1,20-40,<=50K
40-50,Private,HS-grad,Separated,Adm-clerical,Black,1,20-40,<=50K
30-40,Private,Some-college,Never-married,Adm-clerical,White,1,20-40,<=50K
30-40,State-gov,Masters,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
20-30,Private,Some-college,Never-married,Adm-clerical,Asian-Pac-Islander,0,40-60,<=50K
30-40,Private,HS-grad,Never-married,Craft-repair,White,0,20-40,<=50K
70-80,Private,5th-6th,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
20-30,Self-emp-not-inc,Bachelors,Never-married,Sales,White,1,20-40,<=50K
50-60,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,White,0,60-80,<=50K
30-40,Private,HS-grad,Separated,Other-service,White,1,20-40,<=50K
20-30,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,0,20-40,<=50K
40-50,Self-emp-not-inc,Masters,Never-married,Sales,White,1,20-40,<=50K
50-60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,0,40-60,<=50K
40-50,Private,HS-grad,Separated,Adm-clerical,White,1,20-40,<=50K
50-60,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,0,20-40,>50K
20-30,Private,Some-college,Married-civ-spouse,Adm-clerical,White,1,40-60,>50K
20-30,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,White,0,60-80,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,40-60,<=50K
40-50,Private,Masters,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
20-30,Private,Assoc-voc,Married-civ-spouse,Sales,White,0,40-60,>50K
20-30,Private,HS-grad,Married-civ-spouse,Sales,White,0,20-40,>50K
30-40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,1,20-40,>50K
20-30,Private,Bachelors,Never-married,Prof-specialty,White,0,40-60,>50K
30-40,Private,Some-college,Never-married,Other-service,Black,1,20-40,<=50K
40-50,Private,HS-grad,Never-married,Craft-repair,White,0,20-40,>50K
20-30,Private,Some-college,Never-married,Protective-serv,White,0,20-40,<=50K
30-40,Private,11th,Married-civ-spouse,Exec-managerial,White,0,20-40,<=50K
40-50,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,0,20-40,<=50K
20-30,Private,HS-grad,Never-married,Other-service,Black,1,20-40,<=50K
20-30,Private,HS-grad,Divorced,Exec-managerial,White,0,20-40,<=50K
30-40,Private,5th-6th,Never-married,Other-service,White,0,20-40,<=50K
30-40,Private,Some-college,Married-civ-spouse,Handlers-cleaners,White,0,20-40,>50K
40-50,Local-gov,HS-grad,Separated,Exec-managerial,Black,1,20-40,<=50K
0-20,Self-emp-inc,Some-college,Never-married,Adm-clerical,White,1,0-20,<=50K
40-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
50-60,Private,HS-grad,Divorced,Other-service,White,1,20-40,<=50K
30-40,Private,HS-grad,Separated,Machine-op-inspct,Black,1,20-40,<=50K
40-50,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,0,40-60,<=50K
50-60,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,White,0,40-60,<=50K
20-30,Private,Some-college,Never-married,Machine-op-inspct,Asian-Pac-Islander,0,20-40,<=50K
50-60,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,1,20-40,>50K
30-40,Private,HS-grad,Never-married,Transport-moving,White,0,20-40,<=50K
30-40,Private,Bachelors,Widowed,Adm-clerical,White,0,40-60,<=50K
60-70,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,0,20-40,<=50K
20-30,Private,Some-college,Never-married,Exec-managerial,White,1,20-40,<=50K
20-30,Private,HS-grad,Never-married,Adm-clerical,White,1,20-40,<=50K
30-40,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,0,40-60,<=50K
30-40,Private,Assoc-voc,Never-married,Craft-repair,Asian-Pac-Islander,0,20-40,<=50K
30-40,Local-gov,Bachelors,Never-married,Adm-clerical,Black,0,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,0,40-60,<=50K
20-30,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,0,40-60,>50K
20-30,Private,Some-college,Never-married,Sales,Black,0,20-40,<=50K
50-60,Private,7th-8th,Married-civ-spouse,Prof-specialty,White,0,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
0-20,Private,HS-grad,Never-married,Other-service,White,0,20-40,<=50K
50-60,Private,12th,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
30-40,Private,Some-college,Married-civ-spouse,Farming-fishing,White,0,20-40,<=50K
40-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
30-40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
20-30,Private,Assoc-acdm,Never-married,Sales,White,1,20-40,<=50K
30-40,Private,HS-grad,Separated,Handlers-cleaners,White,0,20-40,<=50K
30-40,Private,Some-college,Divorced,Craft-repair,White,0,20-40,<=50K
30-40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
40-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
30-40,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,0,40-60,>50K
40-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,0,40-60,<=50K
40-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
50-60,Self-emp-not-inc,Some-college,Divorced,Machine-op-inspct,White,0,20-40,<=50K
50-60,Private,Some-college,Divorced,Adm-clerical,Black,1,20-40,<=50K
40-50,Private,Bachelors,Divorced,Prof-specialty,Black,0,20-40,<=50K
20-30,Private,Some-college,Never-married,Adm-clerical,White,1,20-40,<=50K
40-50,Private,HS-grad,Married-spouse-absent,Adm-clerical,White,0,40-60,<=50K
40-50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,0,20-40,>50K
30-40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,0,20-40,<=50K
50-60,Federal-gov,Masters,Divorced,Exec-managerial,White,0,40-60,>50K
